step,tconv,GP2_s1_dCL,GP2_s1_dCD,GP2_s1_dCMz,GP2_s1_dCDp,GP2_s1_dCDv,GP2_s2_dCL,GP2_s2_dCD,GP2_s2_dCMz,GP2_s2_dCDp,GP2_s2_dCDv,NN2_s1_dCL,NN2_s1_dCD,NN2_s1_dCMz,NN2_s1_dCDp,NN2_s1_dCDv,NN2_s2_dCL,NN2_s2_dCD,NN2_s2_dCMz,NN2_s2_dCDp,NN2_s2_dCDv
123,1.230000000000e-02,-1.003231000000e-04,-3.287131000000e-05,1.898487000000e-05,-3.281500000000e-05,-6.005800000000e-08,-3.058300000000e-06,5.897242000000e-06,-9.407409000000e-05,5.961300000000e-06,-5.841700000000e-08,-1.320351000000e-04,-4.028849000000e-05,2.785313000000e-05,-4.023200000000e-05,-6.254700000000e-08,1.420960000000e-05,1.513291000000e-05,-9.636100000000e-05,1.519700000000e-05,-5.718100000000e-08
124,1.240000000000e-02,3.993040000000e-05,-6.735466000000e-06,6.493788000000e-05,-6.680500000000e-06,-6.202100000000e-08,9.940800000000e-06,-1.621277000000e-05,-9.283170000000e-05,-1.614600000000e-05,-6.180600000000e-08,-1.425110000000e-05,-9.139078000000e-06,7.363785000000e-05,-9.083400000000e-06,-6.418000000000e-08,1.266000000000e-06,-1.259581000000e-05,-9.323013000000e-05,-1.252900000000e-05,-6.040700000000e-08
125,1.250000000000e-02,1.420157000000e-04,2.515842000000e-05,8.091558000000e-05,2.521600000000e-05,-6.476300000000e-08,5.245800000000e-06,-3.240366000000e-05,-7.175597000000e-05,-3.233800000000e-05,-6.213000000000e-08,7.581710000000e-05,2.672479000000e-05,8.102071000000e-05,2.678300000000e-05,-6.726600000000e-08,-2.448740000000e-05,-3.175556000000e-05,-6.901122000000e-05,-3.169100000000e-05,-6.047200000000e-08
126,1.260000000000e-02,1.737290000000e-04,5.007478000000e-05,6.534513000000e-05,5.013800000000e-05,-6.822800000000e-08,-5.178730000000e-05,-3.328610000000e-05,-5.162710000000e-05,-3.322600000000e-05,-6.224300000000e-08,1.116334000000e-04,5.575140000000e-05,5.352443000000e-05,5.581900000000e-05,-7.206300000000e-08,-9.081930000000e-05,-3.558758000000e-05,-4.730032000000e-05,-3.552900000000e-05,-6.054200000000e-08
127,1.270000000000e-02,1.411274000000e-04,5.760041000000e-05,2.857351000000e-05,5.767100000000e-05,-7.047700000000e-08,-1.390860000000e-04,-1.277295000000e-05,-5.183368000000e-05,-1.271700000000e-05,-6.305300000000e-08,1.006134000000e-04,6.565365000000e-05,9.301985000000e-06,6.573000000000e-05,-7.612000000000e-08,-1.773999000000e-04,-1.902550000000e-05,-4.787281000000e-05,-1.896900000000e-05,-6.150500000000e-08
128,1.280000000000e-02,7.283330000000e-05,4.840126000000e-05,-1.527791000000e-05,4.847700000000e-05,-7.385100000000e-08,-2.117656000000e-04,1.898724000000e-05,-7.749405000000e-05,1.904800000000e-05,-6.800800000000e-08,5.864140000000e-05,5.347287000000e-05,-3.503809000000e-05,5.355800000000e-05,-8.086500000000e-08,-2.459962000000e-04,7.825372000000e-06,-7.499630000000e-05,7.884900000000e-06,-6.619600000000e-08
129,1.290000000000e-02,4.455000000000e-06,3.258503000000e-05,-4.872327000000e-05,3.266900000000e-05,-7.975700000000e-08,-2.442850000000e-04,4.073175000000e-05,-1.179699000000e-04,4.080200000000e-05,-7.477700000000e-08,7.086000000000e-06,3.011612000000e-05,-6.404994000000e-05,3.020800000000e-05,-8.668200000000e-08,-2.713028000000e-04,2.696994000000e-05,-1.174685000000e-04,2.703900000000e-05,-7.263800000000e-08
130,1.300000000000e-02,-8.223530000000e-05,4.826745000000e-06,-7.756129000000e-05,4.918100000000e-06,-8.168300000000e-08,-2.622334000000e-04,3.328286000000e-05,-1.679993000000e-04,3.336500000000e-05,-7.731900000000e-08,-6.153590000000e-05,3.521130000000e-06,-8.023397000000e-05,3.614300000000e-06,-8.667100000000e-08,-2.797730000000e-04,2.601469000000e-05,-1.613913000000e-04,2.609000000000e-05,-7.402300000000e-08
131,1.310000000000e-02,-1.341247000000e-04,1.741129000000e-05,-6.200536000000e-05,1.748900000000e-05,-7.864800000000e-08,-2.027172000000e-04,5.956726000000e-06,-1.480992000000e-04,6.038500000000e-06,-7.363200000000e-08,-9.211770000000e-05,6.485781000000e-06,-6.183400000000e-05,6.570900000000e-06,-8.304300000000e-08,-1.926472000000e-04,2.065895000000e-06,-1.533814000000e-04,2.143000000000e-06,-6.946500000000e-08
132,1.320000000000e-02,-1.640746000000e-04,1.030597000000e-05,-5.004584000000e-05,1.039000000000e-05,-8.249700000000e-08,-9.845630000000e-05,-2.354295000000e-05,-8.416867000000e-05,-2.346300000000e-05,-7.414400000000e-08,-1.383207000000e-04,1.245083000000e-06,-3.783817000000e-05,1.330100000000e-06,-8.378400000000e-08,-6.201360000000e-05,-2.747039000000e-05,-9.687273000000e-05,-2.739400000000e-05,-6.949000000000e-08
133,1.330000000000e-02,-1.845553000000e-04,1.434618000000e-05,-3.971863000000e-05,1.442900000000e-05,-8.537100000000e-08,-3.408490000000e-05,-3.555078000000e-05,-3.404400000000e-05,-3.547600000000e-05,-7.473600000000e-08,-1.682043000000e-04,4.905700000000e-08,-2.806919000000e-05,1.344300000000e-07,-8.551700000000e-08,1.359410000000e-05,-4.510109000000e-05,-4.075356000000e-05,-4.503200000000e-05,-6.813900000000e-08
134,1.340000000000e-02,-1.855276000000e-04,2.061229000000e-05,-3.401240000000e-05,2.070100000000e-05,-8.924800000000e-08,-8.229600000000e-06,-2.885905000000e-05,-1.078693000000e-05,-2.878600000000e-05,-7.705700000000e-08,-1.802307000000e-04,5.076193000000e-06,-2.520219000000e-05,5.163000000000e-06,-8.807300000000e-08,2.393800000000e-05,-4.062010000000e-05,-1.501776000000e-05,-4.055500000000e-05,-6.926600000000e-08
135,1.350000000000e-02,-1.709834000000e-04,1.697148000000e-05,-2.939047000000e-05,1.706500000000e-05,-9.224700000000e-08,-1.071980000000e-05,-1.472152000000e-05,-1.695039000000e-05,-1.464600000000e-05,-7.945000000000e-08,-1.703673000000e-04,6.858313000000e-06,-1.635021000000e-05,6.948700000000e-06,-8.961600000000e-08,-5.018200000000e-06,-1.870243000000e-05,-1.601077000000e-05,-1.863900000000e-05,-7.070400000000e-08
136,1.360000000000e-02,-1.503134000000e-04,7.674031000000e-06,-2.055742000000e-05,7.772900000000e-06,-9.697500000000e-08,-1.542390000000e-05,1.954510000000e-07,-4.198202000000e-05,2.725800000000e-07,-8.224100000000e-08,-1.443500000000e-04,4.756939000000e-06,-2.871858000000e-06,4.850400000000e-06,-9.298100000000e-08,-2.899230000000e-05,1.013472000000e-05,-3.360683000000e-05,1.020000000000e-05,-7.319400000000e-08
137,1.370000000000e-02,-1.345247000000e-04,-2.296300000000e-08,-7.796441000000e-06,7.945300000000e-08,-1.006600000000e-07,-8.207900000000e-06,8.921289000000e-06,-7.488497000000e-05,9.005200000000e-06,-8.589100000000e-08,-1.201419000000e-04,2.658732000000e-06,9.569173000000e-06,2.755200000000e-06,-9.618200000000e-08,-3.320300000000e-05,2.886335000000e-05,-6.349578000000e-05,2.893700000000e-05,-7.748600000000e-08
138,1.380000000000e-02,-1.380783000000e-04,-3.436338000000e-06,3.737530000000e-07,-3.330900000000e-06,-1.035200000000e-07,-1.012790000000e-05,4.964152000000e-06,-1.129587000000e-04,5.056700000000e-06,-9.000300000000e-08,-1.207326000000e-04,3.707562000000e-06,1.278111000000e-05,3.806000000000e-06,-9.921400000000e-08,-3.551820000000e-05,2.557813000000e-05,-1.031249000000e-04,2.566500000000e-05,-8.308400000000e-08
139,1.390000000000e-02,-1.497802000000e-04,-1.322758000000e-06,1.409143000000e-06,-1.217200000000e-06,-1.067700000000e-07,-4.215510000000e-05,-1.132651000000e-05,-1.486093000000e-04,-1.123000000000e-05,-9.301500000000e-08,-1.382619000000e-04,1.082486000000e-05,5.299952000000e-06,1.092600000000e-05,-1.032500000000e-07,-5.744990000000e-05,1.051832000000e-06,-1.417114000000e-04,1.145000000000e-06,-8.796300000000e-08
140,1.400000000000e-02,-1.455645000000e-04,9.095686000000e-06,-1.346391000000e-06,9.200800000000e-06,-1.082700000000e-07,-1.192301000000e-04,-3.967318000000e-05,-1.737138000000e-04,-3.957900000000e-05,-8.664400000000e-08,-1.450662000000e-04,2.237093000000e-05,-9.435390000000e-07,2.247600000000e-05,-1.066900000000e-07,-1.130814000000e-04,-3.116151000000e-05,-1.661679000000e-04,-3.107300000000e-05,-8.273600000000e-08
141,1.410000000000e-02,-3.229390000000e-05,1.225016000000e-05,3.483173000000e-05,1.235800000000e-05,-1.099600000000e-07,-2.181916000000e-04,-5.191512000000e-05,-1.722221000000e-04,-5.184000000000e-05,-7.110300000000e-08,-6.885530000000e-05,1.989300000000e-05,1.729847000000e-05,2.000100000000e-05,-1.098700000000e-07,-2.180176000000e-04,-5.150024000000e-05,-1.696214000000e-04,-5.142400000000e-05,-6.782400000000e-08
142,1.420000000000e-02,1.235782000000e-04,1.930671000000e-05,8.362928000000e-05,1.942000000000e-05,-1.134700000000e-07,-3.327582000000e-04,-7.090263000000e-05,-1.689358000000e-04,-7.083200000000e-05,-7.049300000000e-08,6.128360000000e-05,1.552350000000e-05,5.166177000000e-05,1.564100000000e-05,-1.148800000000e-07,-3.480699000000e-04,-7.556826000000e-05,-1.772641000000e-04,-7.550100000000e-05,-6.711700000000e-08
143,1.430000000000e-02,2.398151000000e-04,2.235480000000e-05,1.298798000000e-04,2.246900000000e-05,-1.159900000000e-07,-4.369319000000e-04,-5.752641000000e-05,-1.560362000000e-04,-5.746900000000e-05,-6.480600000000e-08,1.792342000000e-04,1.707849000000e-05,1.029831000000e-04,1.719300000000e-05,-1.170700000000e-07,-4.396792000000e-04,-6.117678000000e-05,-1.663527000000e-04,-6.112200000000e-05,-6.151400000000e-08
144,1.440000000000e-02,3.162939000000e-04,3.794844000000e-05,1.750891000000e-04,3.806200000000e-05,-1.196200000000e-07,-4.774253000000e-04,-2.752886000000e-05,-1.439276000000e-04,-2.747400000000e-05,-6.387500000000e-08,2.715886000000e-04,3.550738000000e-05,1.588925000000e-04,3.562200000000e-05,-1.205700000000e-07,-4.576223000000e-04,-3.370603000000e-05,-1.535547000000e-04,-3.365400000000e-05,-6.159600000000e-08
145,1.450000000000e-02,3.475976000000e-04,6.401067000000e-05,2.025605000000e-04,6.412600000000e-05,-1.221500000000e-07,-4.557178000000e-04,-2.204820000000e-07,-1.461348000000e-04,-1.604800000000e-07,-6.529700000000e-08,3.198111000000e-04,6.155965000000e-05,2.012872000000e-04,6.167700000000e-05,-1.239800000000e-07,-4.250956000000e-04,-6.998433000000e-06,-1.563306000000e-04,-6.940700000000e-06,-6.377000000000e-08
146,1.460000000000e-02,3.499785000000e-04,9.118008000000e-05,2.071706000000e-04,9.130100000000e-05,-1.265400000000e-07,-4.017205000000e-04,8.094122000000e-06,-1.715219000000e-04,8.165000000000e-06,-7.070200000000e-08,3.411638000000e-04,8.844160000000e-05,2.229829000000e-04,8.856400000000e-05,-1.290700000000e-07,-3.805448000000e-04,2.197759000000e-06,-1.811040000000e-04,2.265200000000e-06,-6.843000000000e-08
147,1.470000000000e-02,3.435997000000e-04,1.073510000000e-04,1.910371000000e-04,1.074800000000e-04,-1.332600000000e-07,-3.518547000000e-04,-6.245676000000e-06,-2.100426000000e-04,-6.160100000000e-06,-7.960000000000e-08,3.590210000000e-04,1.047358000000e-04,2.201462000000e-04,1.048700000000e-04,-1.361300000000e-07,-3.511065000000e-04,-9.546374000000e-06,-2.147931000000e-04,-9.466400000000e-06,-7.628100000000e-08
148,1.480000000000e-02,3.369814000000e-04,1.038695000000e-04,1.585613000000e-04,1.040100000000e-04,-1.415400000000e-07,-3.288613000000e-04,-3.157404000000e-05,-2.350190000000e-04,-3.148100000000e-05,-8.689300000000e-08,3.748983000000e-04,1.021879000000e-04,1.928506000000e-04,1.023300000000e-04,-1.447800000000e-07,-3.439070000000e-04,-3.167613000000e-05,-2.321435000000e-04,-3.158900000000e-05,-8.245700000000e-08
149,1.490000000000e-02,3.188206000000e-04,7.894278000000e-05,1.206139000000e-04,7.909900000000e-05,-1.482800000000e-07,-3.344402000000e-04,-5.363232000000e-05,-2.264270000000e-04,-5.353500000000e-05,-9.270500000000e-08,3.679741000000e-04,7.882007000000e-05,1.512979000000e-04,7.897900000000e-05,-1.518300000000e-07,-3.525764000000e-04,-5.154724000000e-05,-2.172403000000e-04,-5.145500000000e-05,-8.754700000000e-08
150,1.500000000000e-02,2.663509000000e-04,3.537758000000e-05,7.976067000000e-05,3.554100000000e-05,-1.492400000000e-07,-3.882469000000e-04,-6.152336000000e-05,-1.946990000000e-04,-6.143500000000e-05,-8.850200000000e-08,3.100091000000e-04,3.626684000000e-05,1.058549000000e-04,3.643300000000e-05,-1.524000000000e-07,-3.955844000000e-04,-5.867421000000e-05,-1.765903000000e-04,-5.859000000000e-05,-8.391200000000e-08
151,1.510000000000e-02,2.001275000000e-04,2.309405000000e-06,7.048098000000e-05,2.461100000000e-06,-1.475500000000e-07,-3.790481000000e-04,-4.169260000000e-05,-9.979113000000e-05,-4.162300000000e-05,-7.612000000000e-08,2.370001000000e-04,4.271041000000e-06,8.186544000000e-05,4.424900000000e-06,-1.508000000000e-07,-3.891843000000e-04,-3.683222000000e-05,-8.046767000000e-05,-3.676600000000e-05,-7.309300000000e-08
152,1.520000000000e-02,1.029343000000e-04,2.697788000000e-06,9.802538000000e-05,2.844600000000e-06,-1.494600000000e-07,-3.672757000000e-04,-1.624845000000e-05,-3.343132000000e-05,-1.617800000000e-05,-7.646100000000e-08,1.478982000000e-04,1.028232000000e-05,9.275885000000e-05,1.043100000000e-05,-1.528800000000e-07,-3.677911000000e-04,-1.553276000000e-05,-1.832806000000e-05,-1.546300000000e-05,-7.433100000000e-08
153,1.530000000000e-02,8.433510000000e-05,1.930746000000e-05,1.320030000000e-04,1.945500000000e-05,-1.515900000000e-07,-2.893217000000e-04,1.252249000000e-05,1.151485000000e-06,1.259800000000e-05,-8.263700000000e-08,1.113395000000e-04,2.565943000000e-05,1.212610000000e-04,2.580900000000e-05,-1.536000000000e-07,-2.887016000000e-04,9.585991000000e-06,9.959176000000e-06,9.660300000000e-06,-8.058200000000e-08
154,1.540000000000e-02,9.661050000000e-05,3.370272000000e-05,1.526124000000e-04,3.385400000000e-05,-1.540000000000e-07,-1.756093000000e-04,3.664318000000e-05,4.699607000000e-06,3.673400000000e-05,-9.433000000000e-08,1.047109000000e-04,4.089515000000e-05,1.447787000000e-04,4.104600000000e-05,-1.548800000000e-07,-1.920938000000e-04,3.343147000000e-05,4.679074000000e-06,3.351900000000e-05,-9.181900000000e-08
155,1.550000000000e-02,1.390027000000e-04,4.232786000000e-05,1.589809000000e-04,4.248200000000e-05,-1.557900000000e-07,-5.635930000000e-05,4.035233000000e-05,-1.249573000000e-05,4.045900000000e-05,-1.051700000000e-07,1.469892000000e-04,4.970241000000e-05,1.609637000000e-04,4.985700000000e-05,-1.561800000000e-07,-9.248320000000e-05,3.833913000000e-05,-2.269818000000e-05,3.844300000000e-05,-1.024600000000e-07
156,1.560000000000e-02,1.972913000000e-04,4.417004000000e-05,1.472086000000e-04,4.432700000000e-05,-1.582600000000e-07,3.299300000000e-05,2.388149000000e-05,-2.976280000000e-05,2.399900000000e-05,-1.135500000000e-07,2.087868000000e-04,4.827020000000e-05,1.594664000000e-04,4.842900000000e-05,-1.588300000000e-07,-4.649500000000e-06,2.249798000000e-05,-4.800525000000e-05,2.261400000000e-05,-1.116000000000e-07
157,1.570000000000e-02,2.359535000000e-04,4.133673000000e-05,1.132972000000e-04,4.149700000000e-05,-1.610600000000e-07,6.170340000000e-05,2.870887000000e-06,-3.665484000000e-05,2.992800000000e-06,-1.186700000000e-07,2.394426000000e-04,4.147909000000e-05,1.306438000000e-04,4.164100000000e-05,-1.619900000000e-07,4.589450000000e-05,3.877890000000e-07,-5.305794000000e-05,5.095100000000e-07,-1.177200000000e-07
158,1.580000000000e-02,2.306199000000e-04,3.784401000000e-05,6.326883000000e-05,3.800800000000e-05,-1.651800000000e-07,2.818030000000e-05,-4.530097000000e-06,-3.700535000000e-05,-4.408900000000e-06,-1.219900000000e-07,2.229801000000e-04,3.484196000000e-05,7.907182000000e-05,3.500900000000e-05,-1.661700000000e-07,4.489980000000e-05,-9.215684000000e-06,-3.915002000000e-05,-9.095000000000e-06,-1.210000000000e-07
159,1.590000000000e-02,2.005349000000e-04,3.561044000000e-05,2.155896000000e-05,3.578000000000e-05,-1.690800000000e-07,-3.532850000000e-05,5.018984000000e-06,-3.615171000000e-05,5.144000000000e-06,-1.270200000000e-07,1.913543000000e-04,2.957406000000e-05,3.190232000000e-05,2.974600000000e-05,-1.699300000000e-07,7.137000000000e-06,-2.746160000000e-07,-1.860062000000e-05,-1.525900000000e-07,-1.251600000000e-07
160,1.600000000000e-02,2.026256000000e-04,4.079741000000e-05,2.110065000000e-05,4.096000000000e-05,-1.694000000000e-07,-1.138844000000e-04,2.016202000000e-06,-5.245857000000e-05,2.152000000000e-06,-1.299700000000e-07,2.152330000000e-04,3.746246000000e-05,4.129798000000e-05,3.762300000000e-05,-1.694800000000e-07,-6.725850000000e-05,1.589178000000e-06,-1.664240000000e-05,1.719800000000e-06,-1.259700000000e-07
161,1.610000000000e-02,1.974782000000e-04,5.293970000000e-05,4.805868000000e-05,5.310500000000e-05,-1.619700000000e-07,-1.040707000000e-04,2.795134000000e-06,-4.278366000000e-05,2.924100000000e-06,-1.325900000000e-07,2.055647000000e-04,4.151905000000e-05,5.589471000000e-05,4.168600000000e-05,-1.627900000000e-07,-6.553040000000e-05,4.214513000000e-06,-1.406767000000e-05,4.337400000000e-06,-1.286500000000e-07
162,1.620000000000e-02,2.157154000000e-04,3.078880000000e-05,8.100481000000e-05,3.095300000000e-05,-1.607300000000e-07,-5.531290000000e-05,2.949538000000e-06,-3.572174000000e-06,3.082900000000e-06,-1.317500000000e-07,2.491960000000e-04,2.428650000000e-05,8.823873000000e-05,2.445100000000e-05,-1.623400000000e-07,-4.821820000000e-05,8.275930000000e-06,1.762707000000e-05,8.403400000000e-06,-1.260100000000e-07
163,1.630000000000e-02,2.123980000000e-04,1.484113000000e-05,8.310985000000e-05,1.500600000000e-05,-1.619100000000e-07,-7.280700000000e-06,-1.673446000000e-05,4.745529000000e-05,-1.659900000000e-05,-1.297000000000e-07,2.539441000000e-04,1.425572000000e-05,9.706172000000e-05,1.442000000000e-05,-1.634800000000e-07,-4.059800000000e-06,-7.686362000000e-06,6.072517000000e-05,-7.560400000000e-06,-1.229100000000e-07
164,1.640000000000e-02,1.968569000000e-04,1.574326000000e-05,6.715924000000e-05,1.590600000000e-05,-1.657900000000e-07,2.956140000000e-05,-1.666549000000e-05,9.359435000000e-05,-1.653900000000e-05,-1.295800000000e-07,2.212406000000e-04,2.218116000000e-05,8.270566000000e-05,2.234300000000e-05,-1.668500000000e-07,4.026740000000e-05,-5.670224000000e-06,1.026369000000e-04,-5.550400000000e-06,-1.222700000000e-07
165,1.650000000000e-02,1.637354000000e-04,3.024617000000e-05,4.005883000000e-05,3.041100000000e-05,-1.689800000000e-07,5.992760000000e-05,1.827715000000e-05,1.293469000000e-04,1.839900000000e-05,-1.324600000000e-07,1.680241000000e-04,4.297961000000e-05,4.864577000000e-05,4.314300000000e-05,-1.694800000000e-07,7.771810000000e-05,2.484876000000e-05,1.394716000000e-04,2.496500000000e-05,-1.246800000000e-07
166,1.660000000000e-02,1.082248000000e-04,4.810361000000e-05,-1.128045000000e-06,4.827000000000e-05,-1.715900000000e-07,9.187160000000e-05,7.032082000000e-05,1.484558000000e-04,7.044900000000e-05,-1.396100000000e-07,1.113207000000e-04,6.231037000000e-05,-1.153278000000e-06,6.247800000000e-05,-1.715700000000e-07,1.211416000000e-04,7.148233000000e-05,1.599245000000e-04,7.160400000000e-05,-1.327400000000e-07
167,1.670000000000e-02,4.632080000000e-05,5.553215000000e-05,-4.829658000000e-05,5.570600000000e-05,-1.753200000000e-07,1.361477000000e-04,1.086988000000e-04,1.464673000000e-04,1.088400000000e-04,-1.463500000000e-07,6.527320000000e-05,6.623915000000e-05,-5.520903000000e-05,6.641500000000e-05,-1.753000000000e-07,1.709909000000e-04,1.107045000000e-04,1.545706000000e-04,1.108400000000e-04,-1.408900000000e-07
168,1.680000000000e-02,-1.159870000000e-05,4.783065000000e-05,-9.065426000000e-05,4.801400000000e-05,-1.809600000000e-07,1.937459000000e-04,1.136786000000e-04,1.256508000000e-04,1.138300000000e-04,-1.535100000000e-07,2.576510000000e-05,5.188598000000e-05,-1.015387000000e-04,5.207100000000e-05,-1.812000000000e-07,2.146753000000e-04,1.207374000000e-04,1.242037000000e-04,1.208900000000e-04,-1.490300000000e-07
169,1.690000000000e-02,-6.872660000000e-05,2.910024000000e-05,-1.200711000000e-04,2.929300000000e-05,-1.865000000000e-07,2.468604000000e-04,8.744476000000e-05,9.554960000000e-05,8.761500000000e-05,-1.602700000000e-07,-2.229940000000e-05,2.723173000000e-05,-1.298099000000e-04,2.742700000000e-05,-1.873000000000e-07,2.410862000000e-04,9.783896000000e-05,8.334121000000e-05,9.800400000000e-05,-1.569300000000e-07
170,1.700000000000e-02,-1.460239000000e-04,-1.032910000000e-06,-1.430675000000e-04,-8.388300000000e-07,-1.841500000000e-07,2.411361000000e-04,5.284816000000e-05,5.487451000000e-05,5.301500000000e-05,-1.610300000000e-07,-9.987570000000e-05,-2.023263000000e-06,-1.452606000000e-04,-1.831100000000e-06,-1.845600000000e-07,2.393586000000e-04,6.020283000000e-05,5.304348000000e-05,6.037100000000e-05,-1.589200000000e-07
171,1.710000000000e-02,-2.205524000000e-04,-1.026365000000e-05,-1.357502000000e-04,-1.009400000000e-05,-1.725200000000e-07,2.536328000000e-04,2.720606000000e-05,6.777931000000e-05,2.737300000000e-05,-1.598600000000e-07,-1.938636000000e-04,-9.309724000000e-06,-1.309751000000e-04,-9.139600000000e-06,-1.723300000000e-07,2.427769000000e-04,2.534835000000e-05,6.214564000000e-05,2.551600000000e-05,-1.584100000000e-07
172,1.720000000000e-02,-2.491050000000e-04,1.907180000000e-07,-1.013568000000e-04,3.619400000000e-07,-1.742200000000e-07,2.411317000000e-04,1.368965000000e-06,8.810936000000e-05,1.536900000000e-06,-1.642500000000e-07,-2.840287000000e-04,2.681122000000e-06,-1.038747000000e-04,2.850600000000e-06,-1.722400000000e-07,2.246280000000e-04,-4.129980000000e-07,8.264214000000e-05,-2.470300000000e-07,-1.630700000000e-07
173,1.730000000000e-02,-2.209803000000e-04,1.271077000000e-05,-5.583869000000e-05,1.288200000000e-05,-1.757100000000e-07,2.388591000000e-04,6.448933000000e-06,1.215231000000e-04,6.610500000000e-06,-1.674600000000e-07,-2.798295000000e-04,1.290836000000e-05,-6.478456000000e-05,1.307800000000e-05,-1.726000000000e-07,2.317802000000e-04,8.654422000000e-06,1.238053000000e-04,8.814800000000e-06,-1.662900000000e-07
174,1.740000000000e-02,-1.382886000000e-04,2.819864000000e-05,-2.416556000000e-05,2.837400000000e-05,-1.790500000000e-07,2.542973000000e-04,3.166914000000e-05,1.622059000000e-04,3.183000000000e-05,-1.694700000000e-07,-2.039572000000e-04,2.003630000000e-05,-3.295193000000e-05,2.021000000000e-05,-1.757100000000e-07,2.628925000000e-04,3.270186000000e-05,1.678232000000e-04,3.286400000000e-05,-1.685600000000e-07
175,1.750000000000e-02,-2.421230000000e-05,3.880681000000e-05,-7.502148000000e-06,3.898800000000e-05,-1.819800000000e-07,2.816499000000e-04,5.323720000000e-05,1.906429000000e-04,5.340400000000e-05,-1.700900000000e-07,-9.556260000000e-05,2.598963000000e-05,-1.591729000000e-05,2.616700000000e-05,-1.778100000000e-07,2.889739000000e-04,4.891077000000e-05,1.937794000000e-04,4.907600000000e-05,-1.691400000000e-07
176,1.760000000000e-02,8.442900000000e-05,3.978499000000e-05,-1.462630000000e-07,3.997000000000e-05,-1.856400000000e-07,3.115737000000e-04,6.346962000000e-05,1.890026000000e-04,6.364000000000e-05,-1.725200000000e-07,1.495300000000e-05,3.035027000000e-05,-1.154362000000e-05,3.052900000000e-05,-1.810700000000e-07,2.990430000000e-04,5.429744000000e-05,1.875237000000e-04,5.446700000000e-05,-1.712400000000e-07
177,1.770000000000e-02,1.515420000000e-04,3.931057000000e-05,1.162042000000e-06,3.950000000000e-05,-1.903300000000e-07,3.123034000000e-04,6.106582000000e-05,1.440775000000e-04,6.124400000000e-05,-1.766200000000e-07,9.663860000000e-05,3.693942000000e-05,-1.675561000000e-05,3.712400000000e-05,-1.863500000000e-07,2.803760000000e-04,4.946844000000e-05,1.381571000000e-04,4.964500000000e-05,-1.749700000000e-07
178,1.780000000000e-02,1.667048000000e-04,4.032514000000e-05,-1.605079000000e-06,4.051900000000e-05,-1.934000000000e-07,2.592600000000e-04,4.649280000000e-05,6.605145000000e-05,4.668000000000e-05,-1.830500000000e-07,1.309043000000e-04,4.390473000000e-05,-2.734019000000e-05,4.409400000000e-05,-1.902300000000e-07,2.223820000000e-04,3.745121000000e-05,5.721965000000e-05,3.763700000000e-05,-1.808900000000e-07
179,1.790000000000e-02,1.453494000000e-04,3.826929000000e-05,-5.023413000000e-06,3.846700000000e-05,-1.960700000000e-07,1.617559000000e-04,2.690289000000e-05,-1.337019000000e-05,2.709600000000e-05,-1.892400000000e-07,1.231993000000e-04,4.306472000000e-05,-3.569953000000e-05,4.325900000000e-05,-1.933800000000e-07,1.331229000000e-04,2.472230000000e-05,-2.333729000000e-05,2.491100000000e-05,-1.864500000000e-07
180,1.800000000000e-02,9.721820000000e-05,2.539372000000e-05,-9.973360000000e-06,2.559300000000e-05,-1.948900000000e-07,5.684240000000e-05,1.083734000000e-05,-5.825782000000e-05,1.102900000000e-05,-1.895400000000e-07,9.773200000000e-05,3.270612000000e-05,-2.337870000000e-05,3.290000000000e-05,-1.910000000000e-07,4.008030000000e-05,2.311051000000e-05,-6.667393000000e-05,2.329300000000e-05,-1.854600000000e-07
181,1.810000000000e-02,1.516110000000e-05,2.175748000000e-05,-1.522319000000e-05,2.194700000000e-05,-1.865200000000e-07,-4.513600000000e-06,2.471331000000e-05,-5.029607000000e-05,2.489700000000e-05,-1.856700000000e-07,-1.121360000000e-05,1.147373000000e-05,-3.460885000000e-05,1.166300000000e-05,-1.826400000000e-07,-2.177180000000e-05,2.936592000000e-05,-6.563452000000e-05,2.954600000000e-05,-1.826400000000e-07
182,1.820000000000e-02,-6.800580000000e-05,-2.864774000000e-06,-1.536766000000e-05,-2.674900000000e-06,-1.861200000000e-07,-2.351400000000e-05,2.817606000000e-05,-9.286514000000e-06,2.836100000000e-05,-1.877800000000e-07,-1.018311000000e-04,-1.729252000000e-05,-3.355213000000e-05,-1.710700000000e-05,-1.826000000000e-07,-2.574740000000e-05,3.174162000000e-05,-3.128714000000e-05,3.192600000000e-05,-1.863400000000e-07
183,1.830000000000e-02,-7.882280000000e-05,-3.086363000000e-06,-1.302131000000e-05,-2.903300000000e-06,-1.862200000000e-07,1.253260000000e-05,3.830789000000e-05,3.106762000000e-05,3.849800000000e-05,-1.923500000000e-07,-1.085071000000e-04,-1.252789000000e-05,-1.397246000000e-05,-1.235100000000e-05,-1.810700000000e-07,1.830600000000e-06,3.401205000000e-05,1.102658000000e-05,3.420200000000e-05,-1.904700000000e-07
