step,tconv,GP2_s1_dCL,GP2_s1_dCD,GP2_s1_dCMz,GP2_s1_dCDp,GP2_s1_dCDv,GP2_s2_dCL,GP2_s2_dCD,GP2_s2_dCMz,GP2_s2_dCDp,GP2_s2_dCDv,NN2_s1_dCL,NN2_s1_dCD,NN2_s1_dCMz,NN2_s1_dCDp,NN2_s1_dCDv,NN2_s2_dCL,NN2_s2_dCD,NN2_s2_dCMz,NN2_s2_dCDp,NN2_s2_dCDv
124,1.240000000000e-02,7.951550000000e-05,-2.379331000000e-06,6.100275000000e-05,-2.431300000000e-06,4.689900000000e-08,2.986100000000e-05,-2.932113000000e-05,-7.085359000000e-05,-2.933700000000e-05,1.960700000000e-08,2.939700000000e-05,-5.032587000000e-06,6.949601000000e-05,-5.085500000000e-06,4.700300000000e-08,2.500470000000e-05,-2.292633000000e-05,-7.061359000000e-05,-2.294300000000e-05,2.166900000000e-08
125,1.250000000000e-02,1.565951000000e-04,2.263545000000e-05,6.204032000000e-05,2.258600000000e-05,4.337900000000e-08,2.371550000000e-05,-4.219503000000e-05,-3.174844000000e-05,-4.221300000000e-05,1.898300000000e-08,9.358950000000e-05,2.344987000000e-05,6.427282000000e-05,2.340000000000e-05,4.327700000000e-08,-2.198600000000e-06,-3.925002000000e-05,-3.265847000000e-05,-3.927000000000e-05,2.122100000000e-08
126,1.260000000000e-02,1.638303000000e-04,4.327128000000e-05,3.736562000000e-05,4.322800000000e-05,3.922700000000e-08,-3.272380000000e-05,-3.547886000000e-05,2.702626000000e-06,-3.550300000000e-05,1.860000000000e-08,1.027450000000e-04,4.767767000000e-05,2.829199000000e-05,4.763400000000e-05,3.805400000000e-08,-6.936390000000e-05,-3.698196000000e-05,-5.167820000000e-07,-3.700700000000e-05,2.081400000000e-08
127,1.270000000000e-02,1.117367000000e-04,4.904877000000e-05,-3.745314000000e-06,4.901200000000e-05,3.655600000000e-08,-1.146860000000e-04,-6.796114000000e-06,6.057722000000e-06,-6.821000000000e-06,1.618700000000e-08,6.942970000000e-05,5.541928000000e-05,-2.175768000000e-05,5.538500000000e-05,3.366900000000e-08,-1.536832000000e-04,-1.426464000000e-05,1.736710000000e-07,-1.429100000000e-05,1.819100000000e-08
128,1.280000000000e-02,3.101870000000e-05,3.968006000000e-05,-4.814458000000e-05,3.965000000000e-05,3.266800000000e-08,-1.756760000000e-04,2.910958000000e-05,-2.767567000000e-05,2.909100000000e-05,8.172700000000e-09,1.289300000000e-05,4.278516000000e-05,-6.932307000000e-05,4.276000000000e-05,2.850600000000e-08,-2.144695000000e-04,1.497848000000e-05,-3.464726000000e-05,1.495900000000e-05,1.056900000000e-08
129,1.290000000000e-02,-4.338010000000e-05,2.470268000000e-05,-8.034668000000e-05,2.468100000000e-05,2.640600000000e-08,-1.925192000000e-04,4.959236000000e-05,-8.324242000000e-05,4.959100000000e-05,-1.593900000000e-09,-4.529100000000e-05,2.025047000000e-05,-9.940811000000e-05,2.023400000000e-05,2.244200000000e-08,-2.273630000000e-04,3.213297000000e-05,-8.919096000000e-05,3.212900000000e-05,1.428700000000e-09
130,1.300000000000e-02,-1.220935000000e-04,-6.105510000000e-07,-1.062798000000e-04,-6.263800000000e-07,2.397800000000e-08,-1.910008000000e-04,3.908889000000e-05,-1.439098000000e-04,3.910000000000e-05,-7.015300000000e-09,-9.906410000000e-05,-2.585336000000e-06,-1.121534000000e-04,-2.603200000000e-06,2.180100000000e-08,-2.189239000000e-04,2.808632000000e-05,-1.400950000000e-04,2.809000000000e-05,-2.431900000000e-09
131,1.310000000000e-02,-1.683737000000e-04,1.333375000000e-05,-9.126852000000e-05,1.330600000000e-05,2.696400000000e-08,-1.097923000000e-04,9.996038000000e-06,-1.288558000000e-04,1.001000000000e-05,-6.141500000000e-09,-1.294728000000e-04,1.595711000000e-06,-9.437846000000e-05,1.571400000000e-06,2.581500000000e-08,-1.079561000000e-04,4.819074000000e-06,-1.317326000000e-04,4.826000000000e-06,-4.283000000000e-10
132,1.320000000000e-02,-1.916523000000e-04,6.547418000000e-06,-7.885499000000e-05,6.524900000000e-06,2.297400000000e-08,-1.179000000000e-07,-1.865252000000e-05,-5.956233000000e-05,-1.864000000000e-05,-8.439000000000e-09,-1.730801000000e-04,-2.837619000000e-06,-7.040765000000e-05,-2.862900000000e-06,2.507400000000e-08,2.871540000000e-05,-2.219187000000e-05,-6.935992000000e-05,-2.218500000000e-05,-2.150800000000e-09
133,1.330000000000e-02,-2.092646000000e-04,9.866674000000e-06,-7.156826000000e-05,9.846200000000e-06,1.882400000000e-08,6.583650000000e-05,-2.529304000000e-05,3.977706000000e-06,-2.528400000000e-05,-1.039800000000e-08,-2.011465000000e-04,-4.215119000000e-06,-6.254546000000e-05,-4.237000000000e-06,2.209800000000e-08,1.060882000000e-04,-3.385682000000e-05,-2.182344000000e-06,-3.385500000000e-05,-2.194100000000e-09
134,1.340000000000e-02,-2.139189000000e-04,1.457776000000e-05,-7.208532000000e-05,1.456400000000e-05,1.331200000000e-08,8.701910000000e-05,-1.272775000000e-05,3.731982000000e-05,-1.271800000000e-05,-1.519000000000e-08,-2.174135000000e-04,-6.356690000000e-07,-6.430320000000e-05,-6.551400000000e-07,1.816600000000e-08,1.118188000000e-04,-2.402244000000e-05,3.045098000000e-05,-2.402200000000e-05,-5.880800000000e-09
135,1.350000000000e-02,-2.105626000000e-04,7.824059000000e-06,-7.487227000000e-05,7.816900000000e-06,8.613500000000e-09,7.656650000000e-05,3.585509000000e-06,3.391446000000e-05,3.600700000000e-06,-2.052200000000e-08,-2.184694000000e-04,-2.631782000000e-06,-6.207861000000e-05,-2.645900000000e-06,1.524000000000e-08,7.508260000000e-05,-1.006189000000e-06,3.008062000000e-05,-1.004600000000e-06,-1.000800000000e-08
136,1.360000000000e-02,-2.068025000000e-04,-5.418636000000e-06,-7.242998000000e-05,-5.417800000000e-06,2.782900000000e-09,6.729170000000e-05,1.522028000000e-05,8.974850000000e-06,1.524400000000e-05,-2.701500000000e-08,-2.089149000000e-04,-9.686394000000e-06,-5.614975000000e-05,-9.695300000000e-06,1.085900000000e-08,4.686230000000e-05,2.367479000000e-05,1.218328000000e-05,2.368400000000e-05,-1.610600000000e-08
137,1.370000000000e-02,-2.119219000000e-04,-1.696278000000e-05,-6.571477000000e-05,-1.696000000000e-05,-1.109000000000e-09,7.531940000000e-05,1.760222000000e-05,-2.198304000000e-05,1.763500000000e-05,-3.369400000000e-08,-2.055291000000e-04,-1.640018000000e-05,-5.275530000000e-05,-1.640600000000e-05,7.458600000000e-09,4.353240000000e-05,3.596087000000e-05,-1.540065000000e-05,3.598200000000e-05,-2.322700000000e-08
138,1.380000000000e-02,-2.359162000000e-04,-2.219735000000e-05,-6.382337000000e-05,-2.219300000000e-05,-3.867400000000e-09,7.577140000000e-05,8.986326000000e-06,-5.611067000000e-05,9.027600000000e-06,-4.004200000000e-08,-2.260340000000e-04,-1.730336000000e-05,-5.900479000000e-05,-1.730900000000e-05,4.394000000000e-09,4.367840000000e-05,2.875549000000e-05,-5.110570000000e-05,2.878800000000e-05,-3.114500000000e-08
139,1.390000000000e-02,-2.634276000000e-04,-2.010904000000e-05,-6.963963000000e-05,-2.010500000000e-05,-7.031500000000e-09,4.349500000000e-05,-6.992094000000e-06,-8.947520000000e-05,-6.943800000000e-06,-4.578100000000e-08,-2.575608000000e-04,-9.723891000000e-06,-7.469520000000e-05,-9.727200000000e-06,3.810800000000e-10,2.257740000000e-05,5.656684000000e-06,-8.786699000000e-05,5.701000000000e-06,-3.886500000000e-08
140,1.400000000000e-02,-2.832256000000e-04,-1.149640000000e-05,-8.176133000000e-05,-1.149200000000e-05,-8.175300000000e-09,-3.317270000000e-05,-2.829455000000e-05,-1.156090000000e-04,-2.824800000000e-05,-4.153900000000e-08,-2.829393000000e-04,1.256745000000e-06,-8.859359000000e-05,1.258700000000e-06,-2.867600000000e-09,-2.560650000000e-05,-1.790562000000e-05,-1.117159000000e-04,-1.786700000000e-05,-3.597500000000e-08
141,1.410000000000e-02,-1.621841000000e-04,-3.967570000000e-06,-4.952722000000e-05,-3.958600000000e-06,-1.162000000000e-08,-1.339019000000e-04,-3.443710000000e-05,-1.204925000000e-04,-3.440900000000e-05,-2.704600000000e-08,-2.000490000000e-04,3.296743000000e-06,-7.127173000000e-05,3.302800000000e-06,-7.639400000000e-09,-1.294195000000e-04,-3.226664000000e-05,-1.204866000000e-04,-3.223800000000e-05,-2.239300000000e-08
142,1.420000000000e-02,-1.109550000000e-05,4.743768000000e-06,-7.367324000000e-06,4.758400000000e-06,-1.695500000000e-08,-2.354365000000e-04,-4.860667000000e-05,-1.224921000000e-04,-4.858000000000e-05,-2.848500000000e-08,-7.399220000000e-05,8.642730000000e-07,-3.896080000000e-05,8.793800000000e-07,-1.437700000000e-08,-2.441639000000e-04,-5.205718000000e-05,-1.293578000000e-04,-5.203500000000e-05,-2.368400000000e-08
143,1.430000000000e-02,9.541800000000e-05,6.211430000000e-06,3.372709000000e-05,6.231100000000e-06,-2.094600000000e-08,-3.239231000000e-04,-3.671105000000e-05,-1.134022000000e-04,-3.669100000000e-05,-2.566800000000e-08,3.186840000000e-05,9.922120000000e-07,9.517888000000e-06,1.007800000000e-06,-1.786900000000e-08,-3.177282000000e-04,-3.945165000000e-05,-1.168594000000e-04,-3.943700000000e-05,-2.079500000000e-08
144,1.440000000000e-02,1.521562000000e-04,1.576306000000e-05,7.304505000000e-05,1.578500000000e-05,-2.553600000000e-08,-3.505513000000e-04,-1.138323000000e-05,-1.017145000000e-04,-1.136400000000e-05,-2.775800000000e-08,1.002838000000e-04,1.366520000000e-05,5.897658000000e-05,1.368300000000e-05,-2.215300000000e-08,-3.239523000000e-04,-1.711000000000e-05,-1.014504000000e-04,-1.709400000000e-05,-2.373000000000e-08
145,1.450000000000e-02,1.568229000000e-04,3.468476000000e-05,9.555113000000e-05,3.470800000000e-05,-2.913100000000e-08,-3.234039000000e-04,1.216568000000e-05,-1.009064000000e-04,1.219200000000e-05,-3.206200000000e-08,1.179584000000e-04,3.299339000000e-05,9.321043000000e-05,3.301500000000e-05,-2.673200000000e-08,-2.918110000000e-04,5.400071000000e-06,-1.023985000000e-04,5.423700000000e-06,-2.878600000000e-08
146,1.460000000000e-02,1.318654000000e-04,5.622599000000e-05,9.652245000000e-05,5.625600000000e-05,-3.460700000000e-08,-2.731927000000e-04,1.963183000000e-05,-1.217156000000e-04,1.967200000000e-05,-4.061400000000e-08,1.106292000000e-04,5.443668000000e-05,1.070352000000e-04,5.446600000000e-05,-3.304000000000e-08,-2.571985000000e-04,1.310335000000e-05,-1.272889000000e-04,1.313900000000e-05,-3.660600000000e-08
147,1.470000000000e-02,1.069880000000e-04,7.124307000000e-05,8.004215000000e-05,7.128400000000e-05,-4.268200000000e-08,-2.298818000000e-04,8.010746000000e-06,-1.540892000000e-04,8.066300000000e-06,-5.245700000000e-08,1.121945000000e-04,6.908339000000e-05,1.007109000000e-04,6.912300000000e-05,-4.153000000000e-08,-2.372050000000e-04,3.548940000000e-06,-1.603611000000e-04,3.598500000000e-06,-4.749900000000e-08
148,1.480000000000e-02,9.752760000000e-05,7.020040000000e-05,5.105904000000e-05,7.025400000000e-05,-5.205000000000e-08,-2.060962000000e-04,-1.388990000000e-05,-1.694417000000e-04,-1.382300000000e-05,-6.304100000000e-08,1.287594000000e-04,6.739678000000e-05,7.561830000000e-05,6.744900000000e-05,-5.152900000000e-08,-2.274899000000e-04,-1.518798000000e-05,-1.720164000000e-04,-1.512700000000e-05,-5.704400000000e-08
149,1.490000000000e-02,9.283210000000e-05,5.013992000000e-05,1.913690000000e-05,5.020500000000e-05,-5.982200000000e-08,-2.012517000000e-04,-3.525147000000e-05,-1.489793000000e-04,-3.517500000000e-05,-7.216900000000e-08,1.369290000000e-04,4.679861000000e-05,4.042774000000e-05,4.686400000000e-05,-5.958600000000e-08,-2.212511000000e-04,-3.382514000000e-05,-1.466867000000e-04,-3.375700000000e-05,-6.557400000000e-08
150,1.500000000000e-02,4.823920000000e-05,1.054478000000e-05,-2.084844000000e-05,1.061800000000e-05,-6.173500000000e-08,-2.324443000000e-04,-4.509653000000e-05,-1.039651000000e-04,-4.502900000000e-05,-7.007900000000e-08,8.676560000000e-05,7.138081000000e-06,-1.721727000000e-06,7.210800000000e-06,-6.091000000000e-08,-2.278051000000e-04,-4.100580000000e-05,-9.067835000000e-05,-4.094300000000e-05,-6.435300000000e-08
151,1.510000000000e-02,2.149310000000e-05,-1.707074000000e-05,-2.194231000000e-05,-1.700700000000e-05,-6.113100000000e-08,-2.288032000000e-04,-3.375117000000e-05,-1.205350000000e-05,-3.369800000000e-05,-5.828800000000e-08,4.436950000000e-05,-1.965185000000e-05,-1.636127000000e-05,-1.959100000000e-05,-6.010600000000e-08,-2.353879000000e-04,-2.787493000000e-05,7.913950000000e-07,-2.782600000000e-05,-5.403100000000e-08
152,1.520000000000e-02,-5.742330000000e-05,-1.588754000000e-05,6.371155000000e-06,-1.582600000000e-05,-6.454000000000e-08,-2.415172000000e-04,-1.452853000000e-05,3.499568000000e-05,-1.447500000000e-05,-6.022700000000e-08,-3.198790000000e-05,-1.093652000000e-05,-3.333085000000e-06,-1.087700000000e-05,-6.344900000000e-08,-2.422834000000e-04,-1.282757000000e-05,4.488373000000e-05,-1.277700000000e-05,-5.683000000000e-08
153,1.530000000000e-02,-7.088480000000e-05,-7.521560000000e-07,3.776957000000e-05,-6.890900000000e-07,-6.873800000000e-08,-1.910852000000e-04,1.456113000000e-05,4.417163000000e-05,1.462100000000e-05,-6.913100000000e-08,-6.617180000000e-05,5.793961000000e-06,2.338267000000e-05,5.854200000000e-06,-6.616100000000e-08,-1.931522000000e-04,1.214021000000e-05,5.005981000000e-05,1.219700000000e-05,-6.573000000000e-08
154,1.540000000000e-02,-6.221040000000e-05,1.119427000000e-05,5.549435000000e-05,1.126600000000e-05,-7.369400000000e-08,-1.002287000000e-04,4.382013000000e-05,2.305173000000e-05,4.389900000000e-05,-8.464100000000e-08,-7.432260000000e-05,2.071155000000e-05,4.468695000000e-05,2.077700000000e-05,-7.000200000000e-08,-1.210014000000e-04,4.018545000000e-05,2.295941000000e-05,4.026000000000e-05,-8.075700000000e-08
155,1.550000000000e-02,-3.346760000000e-05,1.830832000000e-05,5.890588000000e-05,1.838300000000e-05,-7.762400000000e-08,9.613200000000e-06,5.443115000000e-05,-1.063967000000e-05,5.453000000000e-05,-9.955600000000e-08,-3.951610000000e-05,2.813577000000e-05,5.818471000000e-05,2.820600000000e-05,-7.363400000000e-08,-3.108380000000e-05,5.088407000000e-05,-1.828828000000e-05,5.097800000000e-05,-9.548900000000e-08
156,1.560000000000e-02,1.144690000000e-05,1.971489000000e-05,5.012664000000e-05,1.979500000000e-05,-8.203900000000e-08,1.026865000000e-04,4.056320000000e-05,-3.235027000000e-05,4.067900000000e-05,-1.115600000000e-07,1.524270000000e-05,2.415244000000e-05,5.874422000000e-05,2.423000000000e-05,-7.829600000000e-08,5.990150000000e-05,3.680208000000e-05,-4.716945000000e-05,3.691400000000e-05,-1.082600000000e-07
157,1.570000000000e-02,4.940310000000e-05,1.990312000000e-05,3.150047000000e-05,1.998800000000e-05,-8.630300000000e-08,1.366217000000e-04,1.597569000000e-05,-3.493445000000e-05,1.610100000000e-05,-1.196300000000e-07,4.892570000000e-05,1.726743000000e-05,4.355065000000e-05,1.735200000000e-05,-8.291800000000e-08,1.140450000000e-04,1.111142000000e-05,-4.920170000000e-05,1.123400000000e-05,-1.173000000000e-07
158,1.580000000000e-02,6.029800000000e-05,2.084658000000e-05,7.775779000000e-06,2.093700000000e-05,-9.209500000000e-08,9.824850000000e-05,-7.438320000000e-07,-2.784351000000e-05,-6.170300000000e-07,-1.258900000000e-07,4.975680000000e-05,1.294250000000e-05,1.749092000000e-05,1.303000000000e-05,-8.872900000000e-08,1.073130000000e-04,-6.829579000000e-06,-2.987677000000e-05,-6.705100000000e-06,-1.234700000000e-07
159,1.590000000000e-02,5.574590000000e-05,2.434809000000e-05,-6.506214000000e-06,2.444400000000e-05,-9.744400000000e-08,1.553020000000e-05,-4.449570000000e-07,-2.114880000000e-05,-3.145300000000e-07,-1.330300000000e-07,4.327840000000e-05,1.378740000000e-05,-1.343491000000e-06,1.388000000000e-05,-9.385000000000e-08,5.225610000000e-05,-5.446579000000e-06,-4.536260000000e-06,-5.320900000000e-06,-1.297800000000e-07
160,1.600000000000e-02,8.709040000000e-05,3.224378000000e-05,7.390335000000e-06,3.233800000000e-05,-9.976500000000e-08,-9.778050000000e-05,-9.623816000000e-06,-3.571307000000e-05,-9.478400000000e-06,-1.375000000000e-07,9.516730000000e-05,2.754637000000e-05,2.377888000000e-05,2.763300000000e-05,-9.555900000000e-08,-5.567970000000e-05,-8.554377000000e-06,-6.765160000000e-07,-8.416800000000e-06,-1.318800000000e-07
161,1.610000000000e-02,9.394330000000e-05,4.286223000000e-05,3.582236000000e-05,4.295900000000e-05,-9.353800000000e-08,-1.078907000000e-04,-7.123940000000e-06,-3.106749000000e-05,-6.987400000000e-06,-1.427700000000e-07,9.870630000000e-05,3.330806000000e-05,4.485664000000e-05,3.340100000000e-05,-8.965100000000e-08,-6.650660000000e-05,-3.409551000000e-06,9.068100000000e-07,-3.280500000000e-06,-1.368200000000e-07
162,1.620000000000e-02,1.198924000000e-04,1.683202000000e-05,6.442289000000e-05,1.693100000000e-05,-9.401200000000e-08,-6.981580000000e-05,-1.279668000000e-06,4.793883000000e-06,-1.134500000000e-06,-1.444800000000e-07,1.480485000000e-04,1.366523000000e-05,7.291327000000e-05,1.375800000000e-05,-9.090200000000e-08,-5.656700000000e-05,5.526687000000e-06,2.861431000000e-05,5.663700000000e-06,-1.367700000000e-07
163,1.630000000000e-02,1.390930000000e-04,1.619741000000e-06,6.844166000000e-05,1.717600000000e-06,-9.678700000000e-08,-9.799700000000e-06,-1.375024000000e-05,5.594584000000e-05,-1.360400000000e-05,-1.450100000000e-07,1.754783000000e-04,4.055345000000e-06,8.351331000000e-05,4.148600000000e-06,-9.350100000000e-08,5.579000000000e-07,-4.249070000000e-06,7.149287000000e-05,-4.112100000000e-06,-1.362300000000e-07
164,1.640000000000e-02,1.501321000000e-04,7.609053000000e-06,6.242001000000e-05,7.705300000000e-06,-1.023200000000e-07,4.647610000000e-05,-9.269953000000e-06,1.003844000000e-04,-9.126700000000e-06,-1.474400000000e-07,1.715987000000e-04,1.535793000000e-05,7.957338000000e-05,1.545000000000e-05,-9.839700000000e-08,6.587330000000e-05,1.917712000000e-06,1.125977000000e-04,2.050900000000e-06,-1.382500000000e-07
165,1.650000000000e-02,1.440016000000e-04,3.043354000000e-05,5.197536000000e-05,3.053300000000e-05,-1.067800000000e-07,8.941290000000e-05,2.638583000000e-05,1.298804000000e-04,2.652700000000e-05,-1.528300000000e-07,1.489819000000e-04,4.262745000000e-05,6.343153000000e-05,4.272100000000e-05,-1.022200000000e-07,1.176469000000e-04,3.399463000000e-05,1.447048000000e-04,3.412700000000e-05,-1.432800000000e-07
166,1.660000000000e-02,1.163782000000e-04,5.806167000000e-05,3.224969000000e-05,5.816500000000e-05,-1.108200000000e-07,1.201091000000e-04,7.661769000000e-05,1.384498000000e-04,7.676700000000e-05,-1.629400000000e-07,1.238925000000e-04,7.086896000000e-05,3.677769000000e-05,7.096600000000e-05,-1.056600000000e-07,1.605283000000e-04,8.012572000000e-05,1.555256000000e-04,8.026700000000e-05,-1.546900000000e-07
167,1.670000000000e-02,8.257380000000e-05,7.155149000000e-05,6.912446000000e-06,7.166500000000e-05,-1.157100000000e-07,1.521958000000e-04,1.114347000000e-04,1.244592000000e-04,1.116000000000e-04,-1.723900000000e-07,1.079286000000e-04,8.119846000000e-05,5.369694000000e-06,8.130700000000e-05,-1.106400000000e-07,1.975030000000e-04,1.164569000000e-04,1.379452000000e-04,1.166100000000e-04,-1.655900000000e-07
168,1.680000000000e-02,5.508780000000e-05,6.518013000000e-05,-1.395528000000e-05,6.530700000000e-05,-1.231800000000e-07,1.963402000000e-04,1.122889000000e-04,9.500502000000e-05,1.124700000000e-04,-1.823000000000e-07,9.844530000000e-05,6.908245000000e-05,-2.018620000000e-05,6.920400000000e-05,-1.183900000000e-07,2.267103000000e-04,1.218685000000e-04,9.836438000000e-05,1.220500000000e-04,-1.765200000000e-07
169,1.690000000000e-02,2.247010000000e-05,4.056162000000e-05,-2.904673000000e-05,4.069700000000e-05,-1.303400000000e-07,2.388270000000e-04,8.108537000000e-05,6.016801000000e-05,8.128500000000e-05,-1.917300000000e-07,7.325660000000e-05,3.906344000000e-05,-3.562345000000e-05,3.919600000000e-05,-1.260800000000e-07,2.419731000000e-04,9.239918000000e-05,5.264434000000e-05,9.259400000000e-05,-1.872200000000e-07
170,1.700000000000e-02,-3.369440000000e-05,3.487464000000e-06,-4.489340000000e-05,3.625800000000e-06,-1.293000000000e-07,2.223871000000e-04,4.163588000000e-05,1.893493000000e-05,4.183800000000e-05,-1.948500000000e-07,1.921050000000e-05,3.413128000000e-06,-4.345967000000e-05,3.545000000000e-06,-1.246400000000e-07,2.285536000000e-04,4.776960000000e-05,2.104772000000e-05,4.797100000000e-05,-1.916900000000e-07
171,1.710000000000e-02,-8.545340000000e-05,-8.703366000000e-06,-3.229169000000e-05,-8.589300000000e-06,-1.184900000000e-07,2.393532000000e-04,1.429972000000e-05,3.790211000000e-05,1.450100000000e-05,-1.956900000000e-07,-5.535570000000e-05,-8.424426000000e-06,-2.351507000000e-05,-8.314300000000e-06,-1.129800000000e-07,2.373977000000e-04,1.043428000000e-05,3.960664000000e-05,1.063400000000e-05,-1.933900000000e-07
172,1.720000000000e-02,-1.220562000000e-04,3.613570000000e-07,-8.634115000000e-06,4.785800000000e-07,-1.214600000000e-07,2.280659000000e-04,-1.152453000000e-05,6.690136000000e-05,-1.132000000000e-05,-2.018500000000e-07,-1.544383000000e-04,1.628055000000e-06,-6.660578000000e-06,1.737900000000e-06,-1.137400000000e-07,2.219016000000e-04,-1.502026000000e-05,7.113968000000e-05,-1.481900000000e-05,-1.997400000000e-07
173,1.730000000000e-02,-1.011247000000e-04,1.721148000000e-05,2.195173000000e-05,1.733000000000e-05,-1.242800000000e-07,2.225394000000e-04,-5.613000000000e-06,1.077430000000e-04,-5.413300000000e-06,-2.066100000000e-07,-1.547424000000e-04,1.741799000000e-05,1.947111000000e-05,1.752800000000e-05,-1.152900000000e-07,2.248405000000e-04,-3.699716000000e-06,1.195253000000e-04,-3.502800000000e-06,-2.042400000000e-07
174,1.740000000000e-02,-2.894200000000e-05,3.974010000000e-05,3.370189000000e-05,3.986300000000e-05,-1.292700000000e-07,2.271488000000e-04,2.095598000000e-05,1.494170000000e-04,2.115900000000e-05,-2.109500000000e-07,-8.615910000000e-05,3.364860000000e-05,3.357225000000e-05,3.376300000000e-05,-1.199100000000e-07,2.433791000000e-04,2.384521000000e-05,1.629330000000e-04,2.404600000000e-05,-2.086700000000e-07
175,1.750000000000e-02,7.649610000000e-05,5.770024000000e-05,3.178192000000e-05,5.783000000000e-05,-1.344600000000e-07,2.340707000000e-04,4.254545000000e-05,1.701001000000e-04,4.275400000000e-05,-2.140600000000e-07,1.636830000000e-05,4.919553000000e-05,3.367937000000e-05,4.931400000000e-05,-1.241300000000e-07,2.475808000000e-04,4.219339000000e-05,1.784738000000e-04,4.240000000000e-05,-2.117100000000e-07
176,1.760000000000e-02,1.835507000000e-04,6.190041000000e-05,3.155485000000e-05,6.203900000000e-05,-1.405600000000e-07,2.384348000000e-04,4.979196000000e-05,1.540211000000e-04,5.000800000000e-05,-2.190400000000e-07,1.273529000000e-04,5.790183000000e-05,3.091374000000e-05,5.802900000000e-05,-1.298800000000e-07,2.328705000000e-04,4.580866000000e-05,1.555079000000e-04,4.602300000000e-05,-2.165200000000e-07
177,1.770000000000e-02,2.560487000000e-04,6.032705000000e-05,4.100334000000e-05,6.047300000000e-05,-1.475400000000e-07,2.173201000000e-04,4.403814000000e-05,9.476682000000e-05,4.426500000000e-05,-2.254500000000e-07,2.159170000000e-04,6.260886000000e-05,3.325385000000e-05,6.274400000000e-05,-1.376900000000e-07,1.962606000000e-04,3.745380000000e-05,9.115649000000e-05,3.767800000000e-05,-2.227000000000e-07
178,1.780000000000e-02,2.736753000000e-04,5.495901000000e-05,5.541938000000e-05,5.511200000000e-05,-1.525600000000e-07,1.560456000000e-04,2.758014000000e-05,1.012636000000e-05,2.781900000000e-05,-2.342100000000e-07,2.540909000000e-04,6.080934000000e-05,3.899525000000e-05,6.095200000000e-05,-1.436200000000e-07,1.350823000000e-04,2.186127000000e-05,4.410459000000e-06,2.209600000000e-05,-2.313200000000e-07
179,1.790000000000e-02,2.409650000000e-04,4.413329000000e-05,6.623382000000e-05,4.429300000000e-05,-1.568900000000e-07,6.476940000000e-05,9.242786000000e-06,-6.720421000000e-05,9.489000000000e-06,-2.427300000000e-07,2.360929000000e-04,4.841262000000e-05,4.391704000000e-05,4.856400000000e-05,-1.484400000000e-07,5.534270000000e-05,7.941359000000e-06,-7.254520000000e-05,8.182300000000e-06,-2.394700000000e-07
180,1.800000000000e-02,1.738461000000e-04,2.515168000000e-05,6.506913000000e-05,2.531200000000e-05,-1.567200000000e-07,-1.957060000000e-05,-2.576506000000e-06,-1.043159000000e-04,-2.331300000000e-06,-2.451100000000e-07,1.906841000000e-04,2.977799000000e-05,5.797931000000e-05,2.992700000000e-05,-1.468100000000e-07,-1.510090000000e-05,8.378496000000e-06,-1.064807000000e-04,8.613300000000e-06,-2.405700000000e-07
181,1.810000000000e-02,6.496110000000e-05,2.025154000000e-05,5.335457000000e-05,2.040400000000e-05,-1.493200000000e-07,-8.589720000000e-05,1.188142000000e-05,-1.022536000000e-04,1.212100000000e-05,-2.430200000000e-07,5.606570000000e-05,7.849206000000e-06,3.860783000000e-05,7.994300000000e-06,-1.389700000000e-07,-8.701320000000e-05,1.406046000000e-05,-1.115719000000e-04,1.429800000000e-05,-2.393900000000e-07
182,1.820000000000e-02,-4.489680000000e-05,2.858770000000e-07,3.222897000000e-05,4.337500000000e-07,-1.498200000000e-07,-1.131542000000e-04,1.854201000000e-05,-6.945268000000e-05,1.878400000000e-05,-2.470300000000e-07,-6.181600000000e-05,-1.371173000000e-05,1.832394000000e-05,-1.357500000000e-05,-1.395300000000e-07,-1.060375000000e-04,1.997583000000e-05,-8.496671000000e-05,2.021700000000e-05,-2.449400000000e-07
183,1.830000000000e-02,-4.482250000000e-05,9.747490000000e-06,2.050886000000e-05,9.892600000000e-06,-1.526200000000e-07,-8.694060000000e-05,2.959166000000e-05,-3.650274000000e-05,2.984200000000e-05,-2.540500000000e-07,-5.818690000000e-05,3.896037000000e-06,2.415800000000e-05,4.026700000000e-06,-1.404100000000e-07,-9.131410000000e-05,2.534136000000e-05,-4.903071000000e-05,2.559100000000e-05,-2.513600000000e-07
184,1.840000000000e-02,3.574950000000e-05,4.426998000000e-05,2.908973000000e-05,4.442000000000e-05,-1.611500000000e-07,-2.609810000000e-05,2.963466000000e-05,-1.152647000000e-05,2.989700000000e-05,-2.618300000000e-07,3.413860000000e-05,4.758825000000e-05,4.863341000000e-05,4.772400000000e-05,-1.490100000000e-07,-5.791400000000e-05,2.141998000000e-05,-1.965655000000e-05,2.167900000000e-05,-2.584800000000e-07
185,1.850000000000e-02,1.469438000000e-04,7.376752000000e-05,4.767871000000e-05,7.393300000000e-05,-1.709300000000e-07,6.526000000000e-06,1.592638000000e-05,-1.010060000000e-05,1.619900000000e-05,-2.695600000000e-07,1.654586000000e-04,8.135774000000e-05,7.379603000000e-05,8.151200000000e-05,-1.603600000000e-07,-2.321320000000e-05,9.278995000000e-06,-5.670395000000e-06,9.547200000000e-06,-2.665100000000e-07
